gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,costat,ggroup
175008,20211231,2021,INDL,C,D,STD,FOLD,USD,A,3520
175263,20211231,2021,INDL,C,D,STD,WU,USD,A,4510
175307,20211231,2021,INDL,C,D,STD,DEI,USD,A,6010
175319,20211231,2021,INDL,C,D,STD,HBI,USD,A,2520
175404,20211231,2021,INDL,C,D,STD,FSLR,USD,A,4530
175523,20211231,2021,INDL,C,D,STD,GSAT,USD,A,5010
175654,20211231,2021,INDL,C,D,STD,WLDN,USD,A,2020
175686,20211231,2021,INDL,C,D,STD,PRIM,USD,A,2010
175689,20211231,2021,INDL,C,D,STD,AWI,USD,A,2010
175900,20210930,2021,INDL,C,D,STD,SBH,USD,A,2550
175955,20211231,2021,INDL,C,D,STD,IPGP,USD,A,4520
175966,20211231,2021,INDL,C,D,STD,CPRX,USD,A,3520
176017,20211231,2021,INDL,C,D,STD,ATHX,USD,A,3520
176022,20211231,2021,INDL,C,D,STD,EBS,USD,A,3520
176234,20211231,2021,INDL,C,D,STD,CTT,USD,A,6010
176247,20211231,2021,INDL,C,D,STD,AIMC,USD,A,2010
176343,20211231,2021,INDL,C,D,STD,CLNE,USD,A,1010
176362,20210430,2020,INDL,C,D,STD,AVAV,USD,A,2010
176572,20210630,2021,INDL,C,D,STD,AVNW,USD,A,4520
176591,20211231,2021,INDL,C,D,STD,EIG,USD,A,4030
176593,20211231,2021,INDL,C,D,STD,PRTS,USD,A,2550
176602,20211231,2021,INDL,C,D,STD,ESGR,USD,A,4030
176670,20210630,2021,INDL,C,D,STD,ARAY,USD,A,3510
176701,20211231,2021,INDL,C,D,STD,IBKR,USD,A,4020
176766,20210930,2021,INDL,C,D,STD,TFSL,USD,A,4010
176928,20210630,2021,INDL,C,D,STD,BR,USD,A,4510
177088,20211231,2021,INDL,C,D,STD,BX,USD,A,4020
177108,20211231,2021,INDL,C,D,STD,CNK,USD,A,5020
177111,20211231,2021,INDL,C,D,STD,TTGT,USD,A,5020
177227,20211231,2021,INDL,C,D,STD,PODD,USD,A,3510
177257,20211231,2021,INDL,C,D,STD,INFN,USD,A,4520
177287,20211231,2021,INDL,C,D,STD,JAZZ,USD,A,3520
177315,20211231,2021,INDL,C,D,STD,LLNW,USD,A,4510
177367,20211231,2021,INDL,C,D,STD,CDXC,USD,A,3520
177376,20211231,2021,INDL,C,D,STD,DFS,USD,A,4020
177637,20211231,2021,INDL,C,D,STD,AMC,USD,A,5020
177640,20211231,2021,INDL,C,D,STD,TIPT,USD,A,4030
177744,20211231,2021,INDL,C,D,STD,PRO,USD,A,4510
177881,20211231,2021,INDL,C,D,STD,MASI,USD,A,3510
177966,20211231,2021,INDL,C,D,STD,ALSN,USD,A,2010
177983,20211231,2021,INDL,C,D,STD,G,USD,A,4510
178015,20210131,2020,INDL,C,D,STD,LULU,USD,A,2520
178073,20211231,2021,INDL,C,D,STD,RILY,USD,A,4020
178083,20210131,2020,INDL,C,D,STD,VMW,USD,A,4510
178310,20211231,2021,INDL,C,D,STD,TDC,USD,A,4510
178507,20211231,2021,INDL,C,D,STD,MSCI,USD,A,4020
178519,20211231,2021,INDL,C,D,STD,LPLA,USD,A,4020
178539,20211231,2021,INDL,C,D,STD,ROIC,USD,A,6010
178552,20211231,2021,INDL,C,D,STD,TGH,USD,A,2010
178672,20211231,2021,INDL,C,D,STD,CVI,USD,A,1010
178704,20210131,2020,INDL,C,D,STD,ULTA,USD,A,2550
178797,20211231,2021,INDL,C,D,STD,APEI,USD,A,2530
178803,20211231,2021,INDL,C,D,STD,ENSG,USD,A,3510
178806,20211231,2021,INDL,C,D,STD,LL,USD,A,2550
178834,20211231,2021,INDL,C,D,STD,NFBK,USD,A,4010
178862,20211231,2021,INDL,C,D,STD,CIM,USD,A,4020
178973,20210131,2020,INDL,C,D,STD,TITN,USD,A,2010
178976,20210630,2021,INDL,C,D,STD,LRN,USD,A,2530
179413,20210630,2021,INDL,C,D,STD,CSII,USD,A,3510
179437,20211231,2021,INDL,C,D,STD,AWK,USD,A,5510
179534,20210930,2021,INDL,C,D,STD,V,USD,A,4510
179583,20210630,2021,INDL,C,D,STD,FN,USD,A,4520
179597,20211231,2021,INDL,C,D,STD,HCCI,USD,A,2020
179598,20211231,2021,INDL,C,D,STD,CLDX,USD,A,3520
179621,20211231,2021,INDL,C,D,STD,PM,USD,A,3020
179657,20210930,2021,INDL,C,D,STD,HI,USD,A,2010
179671,20211231,2021,INDL,C,D,STD,CCXI,USD,A,3520
179738,20211231,2021,INDL,C,D,STD,ERII,USD,A,2010
179741,20211231,2021,INDL,C,D,STD,KKR,USD,A,4020
179819,20211031,2021,INDL,C,D,STD,NX,USD,A,2010
179834,20211231,2021,INDL,C,D,STD,CDNA,USD,A,3520
179841,20211231,2021,INDL,C,D,STD,CDXS,USD,A,3520
179843,20211231,2021,INDL,C,D,STD,IPI,USD,A,1510
179889,20211231,2021,INDL,C,D,STD,AGNC,USD,A,4020
179974,20211231,2021,INDL,C,D,STD,HCI,USD,A,4030
180016,20211231,2021,INDL,C,D,STD,MRC,USD,A,2010
180083,20211231,2021,INDL,C,D,STD,LOPE,USD,A,2530
180183,20211231,2021,INDL,C,D,STD,HBCP,USD,A,4010
180228,20211231,2021,INDL,C,D,STD,IVR,USD,A,4020
180405,20211231,2021,INDL,C,D,STD,ATVI,USD,A,5020
180466,20211231,2021,INDL,C,D,STD,JBT,USD,A,2010
180483,20210930,2021,INDL,C,D,STD,BERY,USD,A,1510
180646,20211231,2021,INDL,C,D,STD,MYRG,USD,A,2010
180652,20211231,2021,INDL,C,D,STD,VRSK,USD,A,2020
180683,20210630,2021,INDL,C,D,STD,IBIO,USD,A,3520
180711,20211031,2021,INDL,C,D,STD,AVGO,USD,A,4530
181104,20211231,2021,INDL,C,D,STD,MDRX,USD,A,3510
181269,20211231,2021,INDL,C,D,STD,GPRE,USD,A,1010
181290,20211231,2021,INDL,C,D,STD,DMRC,USD,A,4510
181931,20211231,2021,INDL,C,D,STD,CLW,USD,A,1510
181989,20211231,2021,INDL,C,D,STD,SLCA,USD,A,1010
183283,20211231,2021,INDL,C,D,STD,ADUS,USD,A,3510
183322,20211231,2021,INDL,C,D,STD,TXMD,USD,A,3520
183324,20211231,2021,INDL,C,D,STD,PMT,USD,A,4020
183366,20211231,2021,INDL,C,D,STD,H,USD,A,2530
183377,20211231,2021,INDL,C,D,STD,FTNT,USD,A,4510
183388,20211231,2021,INDL,C,D,STD,STWD,USD,A,4020
183581,20211231,2021,INDL,C,D,STD,KAR,USD,A,2020
183593,20211231,2021,INDL,C,D,STD,OMER,USD,A,3520
183602,20211231,2021,INDL,C,D,STD,SRNE,USD,A,3520
183606,20211231,2021,INDL,C,D,STD,ARI,USD,A,4020
183640,20211231,2021,INDL,C,D,STD,IRDM,USD,A,5010
183736,20211231,2021,INDL,C,D,STD,GNRC,USD,A,2010
183780,20211231,2021,INDL,C,D,STD,TWO,USD,A,4020
183797,20211231,2021,INDL,C,D,STD,COWN,USD,A,4020
183822,20211231,2021,INDL,C,D,STD,ARR,USD,A,4020
183830,20211231,2021,INDL,C,D,STD,PEB,USD,A,6010
183833,20211231,2021,INDL,C,D,STD,TRNO,USD,A,6010
183902,20211231,2021,INDL,C,D,STD,EFC,USD,A,4020
183903,20211231,2021,INDL,C,D,STD,CALX,USD,A,4520
183942,20211231,2021,INDL,C,D,STD,ST,USD,A,2010
183974,20211231,2021,INDL,C,D,STD,SPSC,USD,A,4510
184113,20211231,2021,INDL,C,D,STD,VUZI,USD,A,2520
184167,20211231,2021,INDL,C,D,STD,FIBK,USD,A,4010
184254,20211231,2021,INDL,C,D,STD,APO,USD,A,4020
184256,20211231,2021,INDL,C,D,STD,IRWD,USD,A,3520
184258,20211231,2021,INDL,C,D,STD,PLOW,USD,A,2010
184263,20210630,2021,INDL,C,D,STD,QNST,USD,A,5020
184352,20211231,2021,INDL,C,D,STD,STNG,USD,A,1010
184392,20211231,2021,INDL,C,D,STD,GDOT,USD,A,4020
184465,20211231,2021,INDL,C,D,STD,AMPE,USD,A,3520
184500,20211231,2021,INDL,C,D,STD,CBOE,USD,A,4020
184551,20211231,2021,INDL,C,D,STD,MXL,USD,A,4530
184576,20211231,2021,INDL,C,D,STD,ENV,USD,A,4510
184604,20210630,2021,INDL,C,D,STD,AOSL,USD,A,4530
184688,20211231,2021,INDL,C,D,STD,CLDT,USD,A,6010
184700,20211231,2021,INDL,C,D,STD,FLT,USD,A,4510
184702,20211231,2021,INDL,C,D,STD,NPTN,USD,A,4530
184717,20211231,2021,INDL,C,D,STD,AMRS,USD,A,1510
184725,20211231,2021,INDL,C,D,STD,NXPI,USD,A,4530
184899,20211231,2021,INDL,C,D,STD,FAF,USD,A,4030
184957,20211231,2021,INDL,C,D,STD,WKHS,USD,A,2510
184996,20211231,2021,INDL,C,D,STD,TSLA,USD,A,2510
185018,20211231,2021,INDL,C,D,STD,HPP,USD,A,6010
185128,20211231,2021,INDL,C,D,STD,AMRC,USD,A,2010
185138,20211231,2021,INDL,C,D,STD,VPG,USD,A,4520
185229,20211231,2021,INDL,C,D,STD,BWXT,USD,A,2010
185339,20211231,2021,INDL,C,D,STD,STAG,USD,A,6010
185345,20211231,2021,INDL,C,D,STD,APTS,USD,A,6010
185355,20211231,2021,INDL,C,D,STD,HZNP,USD,A,3520
185370,20211231,2021,INDL,C,D,STD,WD,USD,A,4010
185375,20211231,2021,INDL,C,D,STD,EVTC,USD,A,4510
185396,20211231,2021,INDL,C,D,STD,INN,USD,A,6010
185419,20211231,2021,INDL,C,D,STD,PACB,USD,A,3520
185453,20211231,2021,INDL,C,D,STD,WSR,USD,A,6010
185532,20211231,2021,INDL,C,D,STD,TRGP,USD,A,1010
185549,20211231,2021,INDL,C,D,STD,AAT,USD,A,6010
185618,20211231,2021,INDL,C,D,STD,SBRA,USD,A,6010
185624,20211231,2021,INDL,C,D,STD,SAVE,USD,A,2030
185659,20211231,2021,INDL,C,D,STD,ATOS,USD,A,3520
185770,20211231,2021,INDL,C,D,STD,CMRE,USD,A,2030
185797,20211231,2021,INDL,C,D,STD,HHC,USD,A,6010
185824,20211231,2021,INDL,C,D,STD,BKU,USD,A,4010
185836,20211231,2021,INDL,C,D,STD,PCRX,USD,A,3520
185881,20210331,2020,INDL,C,D,STD,BAH,USD,A,2020
185952,20211031,2021,INDL,C,D,STD,REVG,USD,A,2010
186276,20211231,2021,INDL,C,D,STD,KOS,USD,A,1010
186278,20211231,2021,INDL,C,D,STD,AL,USD,A,2010
186310,20211231,2021,INDL,C,D,STD,HII,USD,A,2010
186360,20210331,2020,INDL,C,D,STD,THR,USD,A,2010
186363,20211231,2021,INDL,C,D,STD,RLJ,USD,A,6010
186392,20211231,2021,INDL,C,D,STD,SEAS,USD,A,2530
186437,20211231,2021,INDL,C,D,STD,GEVO,USD,A,1010
186773,20211231,2021,INDL,C,D,STD,SXC,USD,A,1510
186858,20210930,2021,INDL,C,D,STD,ARMK,USD,A,2530
186960,20211231,2021,INDL,C,D,STD,CHEF,USD,A,3010
186989,20211231,2021,INDL,C,D,STD,MPC,USD,A,1010
187039,20211231,2021,INDL,C,D,STD,Z,USD,A,6010
187084,20211231,2021,INDL,C,D,STD,PRTY,USD,A,2550
187148,20211231,2021,INDL,C,D,STD,ORC,USD,A,4020
187164,20211231,2021,INDL,C,D,STD,HMST,USD,A,4010
187236,20211231,2021,INDL,C,D,STD,MSBI,USD,A,4010
187253,20211231,2021,INDL,C,D,STD,RM,USD,A,4020
187363,20211231,2021,INDL,C,D,STD,GRPN,USD,A,2550
187368,20210331,2020,INDL,C,D,STD,VTGN,USD,A,3520
187406,20211231,2021,INDL,C,D,STD,AMCX,USD,A,5020
187450,20211231,2021,INDL,C,D,STD,ENPH,USD,A,4530
187550,20211231,2021,INDL,C,D,STD,ASPN,USD,A,1510
187575,20210131,2020,INDL,C,D,STD,TLYS,USD,A,2550
187576,20211231,2021,INDL,C,D,STD,ZNGA,USD,A,5020
187690,20211231,2021,INDL,C,D,STD,HTA,USD,A,6010
187692,20211231,2021,INDL,C,D,STD,REGI,USD,A,1010
187696,20211231,2021,INDL,C,D,STD,PRLB,USD,A,2010
187697,20211231,2021,INDL,C,D,STD,EPAM,USD,A,4510
187740,20210930,2021,INDL,C,D,STD,MTSI,USD,A,4530
187775,20211231,2021,INDL,C,D,STD,CHUY,USD,A,2530
187812,20211231,2021,INDL,C,D,STD,MTDR,USD,A,1010
187959,20211231,2021,INDL,C,D,STD,BCOV,USD,A,4510
187961,20211231,2021,INDL,C,D,STD,LPI,USD,A,1010
188255,20211231,2021,INDL,C,D,STD,FBHS,USD,A,2010
189459,20211231,2021,INDL,C,D,STD,CG,USD,A,4020
189491,20211231,2021,INDL,C,D,STD,XYL,USD,A,2010
189516,20211231,2021,INDL,C,D,STD,ACRE,USD,A,4020
189517,20211231,2021,INDL,C,D,STD,ENVA,USD,A,4020
190355,20211231,2021,INDL,C,D,STD,AXGN,USD,A,3510
190455,20210731,2021,INDL,C,D,STD,GWRE,USD,A,4510
190856,20211231,2021,INDL,C,D,STD,TNXP,USD,A,3520
190963,20211231,2021,INDL,C,D,STD,NBHC,USD,A,4010
192255,20211231,2021,INDL,C,D,STD,ACHC,USD,A,3510
196055,20211231,2021,INDL,C,D,STD,CLVS,USD,A,3520
196159,20211231,2021,INDL,C,D,STD,PBF,USD,A,1010
196268,20211231,2021,INDL,C,D,STD,YELP,USD,A,5020
199356,20211231,2021,INDL,C,D,STD,TRIP,USD,A,5020
245918,20211231,2021,INDL,C,D,STD,IGT,USD,A,2530
258869,20211231,2021,INDL,C,D,STD,TPH,USD,A,2520
260751,20211231,2021,INDL,C,D,STD,NTB,USD,A,4010
260893,20211231,2021,INDL,C,D,STD,BLKB,USD,A,4510
263277,20211231,2021,INDL,C,D,STD,TRTN,USD,A,2010
264265,20211231,2021,INDL,C,D,STD,ALNY,USD,A,3520
264385,20211231,2021,INDL,C,D,STD,NUVA,USD,A,3510
264387,20210531,2020,INDL,C,D,STD,ANGO,USD,A,3510
264416,20211231,2021,INDL,C,D,STD,UCTT,USD,A,4530
266214,20211231,2021,INDL,C,D,STD,CNS,USD,A,4020
266315,20211231,2021,INDL,C,D,STD,KRG,USD,A,6010
294524,20211231,2021,INDL,C,D,STD,LYB,USD,A,1510
312009,20211231,2021,INDL,C,D,STD,FRO,USD,A,1010
316056,20211231,2021,INDL,C,D,STD,ALLE,USD,A,2010
317264,20210331,2020,INDL,C,D,STD,LPG,USD,A,1010
