gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,ebit,lct,lt,ni,sale,costat,prcc_c
25749,20211231,2021,INDL,C,D,STD,ASGN,USD,1309.4,3502.8,1865.4,51.8,359.8,450.9,1637.4,409.9,4009.5,A,123.4
25751,20211231,2021,INDL,C,D,STD,BLX,USD,,8038.111,991.79,36.231,80.968,,7046.321,62.697,158.307,A,16.6
25756,20210131,2020,INDL,C,D,STD,PSTG,USD,1908.166,2819.44,750.006,278.363,-229.109,760.653,2069.434,-282.076,1684.179,A,22.61
25870,20211231,2021,INDL,C,D,STD,MTX,USD,1028.5,3374.2,1539.3,33.177,240.8,419.8,1794.7,164.4,1858.3,A,73.15
25880,20210430,2020,INDL,C,D,STD,PDCO,USD,1615.929,2751.511,963.216,96.813,210.607,1089.666,1786.84,155.981,5912.066,A,29.63
25893,20211231,2021,INDL,C,D,STD,SITE,USD,1128.8,2116.1,1057.7,44.767,312,512.9,1058.4,238.4,3475.7,A,242.28
25895,20211231,2021,INDL,C,D,STD,RDN,USD,,7839.185,4258.796,175.421,852.737,,3580.389,600.671,1329.932,A,21.13
25898,20211231,2021,INDL,C,D,STD,SGRY,USD,946.1,6117.6,1089,89.333,288.6,536.8,3817.8,-70.9,2225.1,A,53.41
25904,20211231,2021,INDL,C,D,STD,ACRS,USD,205.032,251.211,197.341,61.228,-65.384,22.931,53.87,-90.865,6.761,A,14.54
25922,20211231,2021,INDL,C,D,STD,KAI,USD,383.882,1132.212,563.936,11.621,120.83,221.497,566.596,84.043,786.579,A,230.48
25937,20211231,2021,INDL,C,D,STD,LGND,USD,464.751,1297.59,821.159,16.767,41.767,41.665,476.431,57.138,277.133,A,154.46
25964,20211231,2021,INDL,C,D,STD,GTLS,USD,853.5,3043.8,1616.6,35.788,93.1,693.9,1418.6,59.1,1317.7,A,159.49
26013,20211231,2021,INDL,C,D,STD,SM,USD,613.187,5233.977,2063.131,121.862,1110.782,889.327,3170.846,36.229,2622.894,A,29.48
26016,20211231,2021,INDL,C,D,STD,UVE,USD,,2056.141,429.702,31.221,29.065,,1626.439,20.407,1121.851,A,17
26061,20211231,2021,INDL,C,D,STD,MTCH,USD,1218.252,5063.288,-203.769,283.47,859.179,1168.295,5257.87,277.723,2983.277,A,132.25
26071,20211231,2021,INDL,C,D,STD,FCBC,USD,,3194.519,427.775,16.878,84.55,,2766.744,51.168,139.611,A,33.42
26081,20211231,2021,INDL,C,D,STD,KURA,USD,522.289,534.051,506.609,66.572,-131.258,22.455,27.442,-130.466,0,A,14
26112,20211231,2021,INDL,C,D,STD,CTMX,USD,310.301,339.411,89.379,65.393,-83.781,106.316,250.032,-83.609,69.573,A,4.33
26123,20211231,2021,INDL,C,D,STD,NVCR,USD,1073.526,1139.495,410.494,103.971,-44.333,142.602,729.001,-58.351,535.031,A,75.08
26146,20211231,2021,INDL,C,D,STD,RGNX,USD,518.826,1113.904,764.298,42.831,160.313,130.472,349.606,127.84,470.347,A,32.7
26147,20211231,2021,INDL,C,D,STD,PEN,USD,681.474,1244.25,953.927,37.578,33.259,123.197,290.323,5.284,747.59,A,287.32
26156,20211031,2021,INDL,C,D,STD,HPE,USD,18878,57699,19971,1294.634,2114,20687,37682,3427,27784,A,15.77
26162,20211231,2021,INDL,C,D,STD,ANAB,USD,553.876,643.07,356.428,27.647,-56.814,16.099,286.642,-57.796,63.175,A,34.75
26179,20211231,2021,INDL,C,D,STD,SMBK,USD,,4611.579,429.43,16.803,67.113,,4182.149,34.79,149.181,A,27.36
26270,20211231,2021,INDL,C,D,STD,ABTX,USD,,7104.954,816.468,20.337,132.577,,6288.486,81.553,261.746,A,42.21
26347,20211231,2021,INDL,C,D,STD,EQBK,USD,,5137.631,500.631,16.76,110.382,,4637,52.48,189.625,A,33.93
26349,20211231,2021,INDL,C,D,STD,AXSM,USD,86.518,87.785,15.63,37.817,-124.707,23.065,72.155,-130.403,0,A,37.78
26368,20210331,2020,INDL,C,D,STD,MIME,USD,443.425,934.707,360.869,64.562,35.99,345.772,573.838,29.745,501.399,A,56.84
26410,20211231,2021,INDL,C,D,STD,FCPT,USD,,1902.98,961.674,80.279,117.335,,939.088,85.581,199.414,A,29.41
26545,20210930,2021,INDL,C,D,STD,RMR,USD,254.517,497.911,195.105,16.485,77.601,81.14,150.196,35.696,607.238,A,34.68
26590,20211231,2021,INDL,C,D,STD,FTV,USD,2514.9,16465.5,9512.2,359.1,891.4,3714.9,6948.5,608.4,5254.7,A,76.29
26636,20211231,2021,INDL,C,D,STD,SENS,USD,144.413,198.928,-185.535,447.282,-57.182,18.394,384.463,-302.474,13.675,A,2.67
26658,20211231,2021,INDL,C,D,STD,AGR,USD,3777,39504,19076,386.568,926,3329,19543,707,6959,A,49.88
26669,20211231,2021,INDL,C,D,STD,OCX,USD,39.143,159.563,65.217,92.232,-43.794,14.12,94.346,-64.097,7.727,A,2.17
26746,20210731,2021,INDL,C,D,STD,NTNX,USD,1562.261,2277.496,-1012.041,214.21,-659.362,927.888,3289.537,-1034.26,1394.364,A,31.86
26749,20211231,2021,INDL,C,D,STD,HRI,USD,469.7,4490.4,976.9,29.7,377.7,529.9,3513.5,224.1,2073.1,A,156.55
26788,20211231,2021,INDL,C,D,STD,TRHC,USD,89.895,499.418,55.756,25.666,-68.304,73.92,443.662,-79.055,331.26,A,15
26812,20211231,2021,INDL,C,D,STD,GCP,USD,861.6,1446.6,669.2,73.846,71.5,231.9,774.7,21.2,970.1,A,31.66
26847,20211231,2021,INDL,C,D,STD,TCMD,USD,113.547,244.27,128.227,19.878,-0.876,34.461,116.043,-11.811,208.057,A,19.03
26864,20211231,2021,INDL,C,D,STD,CDEV,USD,86.535,3804.594,2750.72,284.697,330.467,167.899,1053.874,138.175,1029.892,A,5.98
26874,20211231,2021,INDL,C,D,STD,EDIT,USD,507.31,677.483,553.642,68.435,-188.046,46.884,123.841,-192.502,25.544,A,26.55
26892,20211231,2021,INDL,C,D,STD,RETA,USD,596.475,735.016,185.989,36.397,-244.708,53.994,549.027,-297.386,11.49,A,26.37
27014,20210930,2021,INDL,C,D,STD,ATKR,USD,1421.452,2210.099,864.736,45.997,798.948,524.936,1345.363,587.857,2928.014,A,111.19
27119,20211231,2021,INDL,C,D,STD,NGVT,USD,724.9,2469,673.8,39.269,307.2,268.9,1795.2,118.1,1391.5,A,71.7
27155,20211231,2021,INDL,C,D,STD,NTLA,USD,769.303,1294.464,1040.244,74.486,-267.85,125.833,254.22,-267.892,33.053,A,118.24
27187,20211231,2021,INDL,C,D,STD,FWONK,USD,2369,11664,6340,232.191,40,1296,4724,-190,2136,A,63.24
27333,20210930,2021,INDL,C,D,STD,ADNT,USD,5086,10778,2376,94.378,279,3511,7820,1108,13680,A,47.88
27354,20211231,2021,INDL,C,D,STD,SELB,USD,144.443,159.883,22.521,123.623,-4.597,72.251,137.362,-25.687,85.077,A,3.26
27364,20211231,2021,INDL,C,D,STD,TWLO,USD,5932.228,12998.598,11031.466,180.468,-908.135,703.55,1967.132,-949.9,2841.839,A,263.34
27373,20210930,2021,INDL,C,D,STD,VVV,USD,1037,3191,135,180,460,569,3056,420,2981,A,37.29
27386,20211231,2021,INDL,C,D,STD,JELD,USD,1739.857,3738.671,842.218,90.194,270.375,888.868,2896.453,168.822,4771.719,A,26.36
27387,20211231,2021,INDL,C,D,STD,PI,USD,255.802,315.537,-11.076,24.737,-35.988,35.503,326.613,-51.26,190.283,A,88.7
27392,20211231,2021,INDL,C,D,STD,SYRS,USD,136.585,182.935,85.218,62.024,-99.42,31.508,97.717,-86.558,23.488,A,3.26
27393,20211231,2021,INDL,C,D,STD,HGV,USD,,8008,1988,119.904,498,,6020,176,2335,A,52.11
27394,20211231,2021,INDL,C,D,STD,PK,USD,,9743,4452,236.484,-176,,5340,-459,1356,A,18.88
27574,20211231,2021,INDL,C,D,STD,TPIC,USD,660.271,1007.701,121.952,37.18,-60.826,469.11,634.775,-159.548,1732.583,A,14.96
27575,20211231,2021,INDL,C,D,STD,GOLF,USD,969.176,2005.836,1042.844,72.54,259.812,483.024,922.27,178.873,2147.93,A,53.08
27604,20211231,2021,INDL,C,D,STD,HONE,USD,,4553.405,679.261,49.021,112.126,,3874.144,58.517,244.581,A,14.84
27638,20211231,2021,INDL,C,D,STD,AA,USD,5026,15025,4672,184.1,2077,3223,8741,429,12152,A,59.58
27652,20211231,2021,INDL,C,D,STD,KNSL,USD,,2025.655,699.335,22.834,189.801,,1326.32,152.659,639.779,A,237.89
27665,20211231,2021,INDL,C,D,STD,FHB,USD,,24992.41,2656.912,127.502,498.517,,22335.498,265.735,734.227,A,27.33
27670,20211231,2021,INDL,C,D,STD,PTGX,USD,340.736,347.695,300.021,47.838,-125.845,44.016,47.674,-125.551,27.357,A,34.2
27706,20211231,2021,INDL,C,D,STD,INSW,USD,224.499,2346.78,1169.748,49.612,-70.346,234.611,1176.448,-133.492,272.546,A,14.68
27716,20211231,2021,INDL,C,D,STD,MDGL,USD,271.684,273.332,196.107,17.103,-242.482,76.838,77.225,-241.846,0,A,84.74
27737,20211231,2021,INDL,C,D,STD,ATOM,USD,29.008,36.06,28.381,23.207,-15.529,2.753,7.679,-15.714,0.4,A,20.12
27776,20211231,2021,INDL,C,D,STD,RCKY,USD,375.285,624.575,197.855,7.302,51.397,140.136,426.72,20.559,514.227,A,39.8
27803,20211231,2021,INDL,C,D,STD,DFIN,USD,279.7,883.3,377,33,236.6,261.4,506.3,145.9,993.3,A,47.14
27810,20211231,2021,INDL,C,D,STD,LIVN,USD,679.181,2200.951,1294.645,53.263,51.003,696.97,906.306,-135.818,1035.365,A,87.43
27828,20211231,2021,INDL,C,D,STD,UEIC,USD,337.146,510.348,275.949,12.818,26.721,216.787,234.399,5.301,601.602,A,40.75
27871,20211231,2021,INDL,C,D,STD,FBK,USD,,12597.686,1432.602,47.549,331.678,,11164.991,190.285,613.253,A,43.82
27874,20211231,2021,INDL,C,D,STD,EVBG,USD,655.119,1479.015,462.689,39.39,-67.503,304.33,1016.326,-94.796,368.433,A,67.33
27875,20211231,2021,INDL,C,D,STD,ELS,USD,,5307.871,1415.11,185.64,387.561,,3821.7,262.478,1275.575,A,87.66
27885,20211231,2021,INDL,C,D,STD,TTD,USD,3091.649,3577.34,1527.306,483.441,124.817,1803.305,2050.034,137.762,1196.467,A,91.64
27907,20210331,2020,INDL,C,D,STD,ELF,USD,170.144,487.393,269.646,51.591,12.041,73.331,217.747,6.232,318.11,A,25.19
27914,20211231,2021,INDL,C,D,STD,HUM,USD,24893,44358,16080,128.802,3276,15331,28255,2933,83064,A,463.86
27925,20211231,2021,INDL,C,D,STD,AVID,USD,182.522,274,-124.074,44.954,49.285,197.365,398.074,41.388,409.944,A,32.57
27928,20210731,2021,INDL,C,D,STD,INTU,USD,5157,15516,9869,273.235,2516,2655,5647,2062,9613,A,643.22
27938,20210131,2020,INDL,C,D,STD,SCVL,USD,355.305,642.747,310.176,14.105,19.865,130.901,332.571,15.991,976.765,A,39.18
27945,20211231,2021,INDL,C,D,STD,CSTR,USD,,3133.046,380.094,22.166,81.995,,2752.952,48.677,141.14,A,21.03
27960,20211231,2021,INDL,C,D,STD,ALG,USD,612.168,1205.742,705.663,11.792,118.04,192.564,500.079,80.245,1334.223,A,147.18
27965,20210331,2020,INDL,C,D,STD,MCHP,USD,2145.2,16478.8,5337.1,273.529,1023.4,2409.6,11141.7,349.4,5438.4,A,138.11
27981,20210131,2020,INDL,C,D,STD,CHS,USD,402.038,1274.878,165.119,119.735,-254.004,431.786,1109.759,-360.144,1324.051,A,1.59
28012,20211231,2021,INDL,C,D,STD,FLGT,USD,611.96,1278.72,1158.749,30.16,678.753,105.31,112.84,507.364,992.584,A,100.59
28022,20211231,2021,INDL,C,D,STD,BANF,USD,,9405.612,1171.734,32.603,281.832,,8233.878,167.63,489.753,A,70.56
28034,20211231,2021,INDL,C,D,STD,CB,USD,,200054,59714,426.573,7576,,140340,8539,40615,A,193.31
28070,20211231,2021,INDL,C,D,STD,ASIX,USD,349.854,1311.999,601.19,28.14,187.237,309.822,710.809,139.791,1684.625,A,47.25
28071,20211231,2021,INDL,C,D,STD,DZSI,USD,214.976,257.668,131.907,27.505,-14.934,90.478,125.761,-34.683,350.206,A,16.22
28084,20210131,2020,INDL,C,D,STD,COUP,USD,854.251,3105.165,1040.231,72.754,-174.253,1061.507,2064.565,-180.117,541.643,A,338.91
28118,20211231,2021,INDL,C,D,STD,FOSL,USD,1022.755,1368.719,463.226,52.146,114.526,535.647,903.361,25.434,1870.036,A,10.29
28139,20210930,2021,INDL,C,D,STD,SANM,USD,3281.664,4206.719,1878.628,64.307,296.357,1762.987,2328.091,268.998,6756.643,A,41.46
28155,20211231,2021,INDL,C,D,STD,TCBK,USD,,8614.787,1000.184,29.73,203.532,,7614.603,117.655,340.711,A,42.96
28176,20211231,2021,INDL,C,D,STD,ATR,USD,1358.208,4141.364,1969.407,65.518,369.767,982.492,2156.764,244.097,3227.221,A,122.48
28180,20211231,2021,INDL,C,D,STD,ORLY,USD,4504.262,11718.707,-66.423,67.029,2917.168,5874.615,11785.13,2164.685,13327.563,A,706.23
28191,20211231,2021,INDL,C,D,STD,RCL,USD,3600.271,32258.355,5085.556,254.82,-3788.333,7285.683,27172.799,-5260.499,1532.133,A,76.9
28195,20210831,2021,INDL,C,D,STD,JBL,USD,10877,16654,2136,144.496,1069,10683,14517,696,29285,A,70.35
28209,20211231,2021,INDL,C,D,STD,ANIK,USD,168.528,347.535,287.085,14.441,-8.97,29.795,60.45,4.134,147.794,A,35.83
28216,20211231,2021,INDL,C,D,STD,RGA,USD,,92175,13014,67.171,345,,79161,617,16169,A,109.49
28278,20211231,2021,INDL,C,D,STD,GABC,USD,,5608.539,668.459,26.554,134.621,,4940.08,84.137,229.841,A,38.98
28295,20211231,2021,INDL,C,D,STD,TWI,USD,813.304,1182.685,229.3,66.412,85.175,450.813,955.513,49.586,1780.215,A,10.96
28320,20211231,2021,INDL,C,D,STD,CDW,USD,6478.1,13199.4,705.7,134.8,1473.3,5096,12493.7,988.6,20820.8,A,204.78
28322,20211231,2021,INDL,C,D,STD,HR,USD,,4258.919,2185.116,150.457,63.843,,2073.803,66.659,534.013,A,31.64
28323,20211231,2021,INDL,C,D,STD,AKR,USD,,4261.746,1521.613,89.304,34.53,,2111.811,23.548,306.892,A,21.83
28340,20211231,2021,INDL,C,D,STD,SKT,USD,,2157.384,477.925,104.085,113.863,,1657.595,9.118,433.834,A,19.28
28349,20211231,2021,INDL,C,D,STD,ALL,USD,,99440,25179,280.595,6328,,74313,1599,50588,A,117.65
28367,20211231,2021,INDL,C,D,STD,IRTC,USD,305.522,462.967,279.515,29.494,-99.943,87.853,183.452,-101.361,322.825,A,117.69
28380,20211231,2021,INDL,C,D,STD,OFIX,USD,269.522,476.623,336.934,19.837,8.999,105.83,139.689,-38.379,464.479,A,31.09
28384,20211231,2021,INDL,C,D,STD,SPNS,USD,300.345,714.993,406.548,55.065,60.125,151.695,306.172,47.171,461.035,A,34.45
28397,20211231,2021,INDL,C,D,STD,PZZA,USD,255.009,885.704,-187.67,35.797,181.335,287.424,1052.664,120.016,2068.421,A,133.47
28410,20211231,2021,INDL,C,D,STD,BBSI,USD,406.719,746.952,208.53,7.415,43.923,315.396,538.422,38.079,955.166,A,69.06
28420,20211231,2021,INDL,C,D,STD,BL,USD,1347.688,1817.578,325.036,58.984,-39.786,322.577,1463.843,-115.161,425.706,A,103.54
28499,20211231,2021,INDL,C,D,STD,YUMC,USD,4716,13223,7056,428,779,2383,5301,990,9853,A,49.84
28590,20211231,2021,INDL,C,D,STD,BCO,USD,1999.5,5566.7,123,47.4,343.7,1429,5314.1,105.2,4200.2,A,65.57
28629,20211231,2021,INDL,C,D,STD,CPT,USD,,7976.784,4197.49,112.578,222.813,,3710.529,303.907,1165.117,A,178.68
28670,20211231,2021,INDL,C,D,STD,IIPR,USD,,2084.602,1597.69,25.613,135.768,,472.903,113.99,204.948,A,262.91
28704,20211231,2021,INDL,C,D,STD,MCRI,USD,84.064,690.459,448.014,18.765,89.687,141.178,242.445,68.488,395.377,A,73.95
28719,20211231,2021,INDL,C,D,STD,CNDT,USD,1680,4036,1132,215.381,130,1025,2762,-28,4140,A,5.34
28733,20211231,2021,INDL,C,D,STD,EQR,USD,,21169.241,10917.668,375.527,625.926,,9483.056,1332.85,2486.265,A,90.5
28742,20211231,2021,INDL,C,D,STD,BWA,USD,6597,16575,6948,239.777,1395,3798,9313,537,14838,A,45.07
28749,20211231,2021,INDL,C,D,STD,FLL,USD,275.372,473.842,112.715,34.243,38.23,38.053,361.127,11.706,180.159,A,12.11
28762,20211231,2021,INDL,C,D,STD,SPTN,USD,957.193,2206.782,782.869,35.948,90.64,655.838,1423.913,73.751,8931.039,A,25.76
28769,20211231,2021,INDL,C,D,STD,BFS,USD,,1746.761,220.049,23.84,107.08,,1216.274,48.389,239.232,A,53.02
28785,20211231,2021,INDL,C,D,STD,WINA,USD,17.432,26.899,-39.083,3.636,51.336,9.978,65.982,39.92,78.216,A,248.29
28787,20210630,2021,INDL,C,D,STD,PFGC,USD,3580.4,7845.7,2106.1,132.5,253.8,2527.2,5739.6,40.7,29203.1,A,45.89
28790,20210531,2020,INDL,C,D,STD,LW,USD,1781.7,4209.4,480.6,146.192,494.8,618.2,3728.8,317.8,3672.5,A,78.74
28806,20210930,2021,INDL,C,D,STD,ARWR,USD,384.597,710.148,408.822,104.327,-149.036,146.536,301.326,-140.848,138.287,A,66.3
28866,20210930,2021,INDL,C,D,STD,CASH,USD,,6690.65,870.729,31.67,319.77,,5818.766,141.708,556.758,A,59.66
28930,20211231,2021,INDL,C,D,STD,MAR,USD,3626,25553,1414,326.3,1729,6407,24139,1099,13829,A,165.24
28940,20211231,2021,INDL,C,D,STD,BDC,USD,1467.028,3417.677,955.287,44.975,283.877,718.539,2461.595,63.925,2408.1,A,65.73
28967,20211231,2021,INDL,C,D,STD,QCRH,USD,,6096.132,677.01,15.613,150.953,,5419.122,98.905,300.577,A,56
29004,20210930,2021,INDL,C,D,STD,VREX,USD,554.2,1147.5,483.3,39.436,77.1,166.6,651,17.4,818.1,A,31.55
29011,20211231,2021,INDL,C,D,STD,BYD,USD,507.803,6224.169,1538.746,111.303,923.08,557.042,4685.423,463.846,3369.81,A,65.57
29015,20210331,2020,INDL,C,D,STD,DECK,USD,1650.799,2167.705,1444.225,27.91,507.727,468.368,723.48,382.575,2545.641,A,286.78
29018,20211231,2021,INDL,C,D,STD,ALBO,USD,268.93,302.051,175.608,19.297,-112.868,45.347,126.443,-34.03,40.579,A,23.29
29028,20210831,2021,INDL,C,D,STD,COST,USD,29505,59268,17564,441.825,7307,29441,41190,5007,195929,A,567.7
29052,20211231,2021,INDL,C,D,STD,LXP,USD,,4005.558,2196.842,283.753,78.348,,1682.33,382.648,343.807,A,15.62
29099,20211231,2021,INDL,C,D,STD,REG,USD,,10792.563,6037.371,170.785,416.443,,4682.631,361.411,1213.871,A,75.35
29101,20211231,2021,INDL,C,D,STD,FFIN,USD,,13102.461,1759.224,141.595,336.393,,11343.237,227.562,518.581,A,50.84
29108,20211231,2021,INDL,C,D,STD,PTEN,USD,583.653,2957.848,1609.487,215.14,-664.927,435.853,1348.361,-654.545,1357.081,A,8.45
29127,20211231,2021,INDL,C,D,STD,INCY,USD,3118.674,4933.352,3770.004,221.084,620.49,854.308,1163.348,948.581,2986.267,A,73.4
29133,20211231,2021,INDL,C,D,STD,ITRI,USD,749.929,2393.79,1116.077,45.152,39.764,501.344,1251.031,-81.255,1981.572,A,68.52
29150,20210131,2020,INDL,C,D,STD,URBN,USD,1223.332,3546.345,1477.358,97.816,36.668,906.132,2068.987,1.236,3449.749,A,25.6
29151,20211231,2021,INDL,C,D,STD,CNTY,USD,140.68,703.358,141.624,29.625,68.518,60.433,553.001,20.622,388.506,A,12.18
29156,20211231,2021,INDL,C,D,STD,UFPI,USD,2073.476,3245.271,1978.613,61.902,724.714,776.042,1228.702,535.64,8636.134,A,92.01
29191,20211231,2021,INDL,C,D,STD,ICHR,USD,462.771,1020.876,500.715,28.551,90.048,208.303,520.161,70.899,1096.917,A,46.03
29206,20211231,2021,INDL,C,D,STD,FWRD,USD,282.807,1117.823,593.654,26.969,159.239,164.692,524.169,105.929,1662.427,A,121.09
29217,20210831,2021,INDL,C,D,STD,SCHN,USD,543.114,1494.363,835.764,27.532,211.131,352.85,654.584,165.112,2758.551,A,51.92
29241,20210630,2021,INDL,C,D,STD,VIAV,USD,1112.1,1961.4,774.8,228.3,138.7,705,1186.6,46.1,1198.9,A,17.62
29251,20210430,2020,INDL,C,D,STD,KALV,USD,264.264,272.013,257.193,24.423,-57.923,9.774,14.82,-46.244,0,A,18.99
29282,20211231,2021,INDL,C,D,STD,NYCB,USD,,59527,6541,465.016,935,,52483,596,1750,A,12.21
29359,20211231,2021,INDL,C,D,STD,SUI,USD,,13494.084,6623.895,115.976,463.371,,6474.597,380.152,2276.597,A,209.97
29382,20211231,2021,INDL,C,D,STD,SHOO,USD,944.66,1355.542,812.098,80.557,251.831,435.19,535.004,190.678,1866.142,A,46.47
29389,20211231,2021,INDL,C,D,STD,SPG,USD,,33777.379,3319.689,328.62,3193.927,,29376.654,2249.631,5897.526,A,159.77
29392,20211231,2021,INDL,C,D,STD,EMN,USD,4646,15519,5704,128.917,1473,2971,9731,857,10476,A,120.91
29449,20211231,2021,INDL,C,D,STD,UFPT,USD,87.32,334.132,194.446,7.535,21.634,34.706,139.686,15.886,206.32,A,70.26
29453,20211231,2021,INDL,C,D,STD,LNG,USD,5056,39258,-2571,253.6,-696,4693,39291,-2343,15864,A,101.42
29517,20211231,2021,INDL,C,D,STD,MED,USD,306.866,398.326,202.474,11.593,216.241,169.832,195.852,164.031,1526.087,A,209.43
29609,20210630,2021,INDL,C,D,STD,HAIN,USD,577.055,2205.908,1522.883,99.069,197.893,290.434,683.025,77.364,1970.302,A,42.61
29649,20211231,2021,INDL,C,D,STD,MAA,USD,,11285.182,5965.168,115.337,516.197,,5101.09,533.791,1829.411,A,229.44
29684,20211231,2021,INDL,C,D,STD,JNCE,USD,190.827,252.696,223.805,51.265,-91.056,18.898,28.891,-90.872,26.907,A,8.35
29733,20211231,2021,INDL,C,D,STD,MLM,USD,2025.6,14393,6535.3,62.4,1028,752.6,7855.4,702.5,5414,A,440.52
29736,20211231,2021,INDL,C,D,STD,TSCO,USD,3250.44,7767.467,2002.665,113.125,1369.998,2064.842,5764.802,997.114,12731.105,A,238.6
29751,20211231,2021,INDL,C,D,STD,ALB,USD,2007.981,10974.118,5625.266,117.015,577.79,1874.335,5168.511,123.672,3327.957,A,233.77
29755,20210930,2021,INDL,C,D,STD,BZH,USD,,2078.81,724.884,31.294,146.869,,1353.926,122.021,2140.303,A,23.22
29804,20211231,2021,INDL,C,D,STD,IVZ,USD,,32685.6,11485.3,461.2,1722.3,,16006.8,1629.8,6894.5,A,23.02
29830,20210930,2021,INDL,C,D,STD,WRK,USD,5659.6,29254.3,11670.3,265,1373.1,3644.1,17562.6,838.3,18746.1,A,44.36
29837,20211231,2021,INDL,C,D,STD,BCRX,USD,566.136,588.151,-106.986,184.35,-168.82,103.718,695.137,-184.062,157.17,A,13.85
29855,20211231,2021,INDL,C,D,STD,FMNB,USD,,4142.749,472.432,33.898,89.872,,3670.317,51.844,154.652,A,18.55
29868,20211231,2021,INDL,C,D,STD,MAC,USD,,8345.655,3046.867,214.797,141.057,,5169.506,14.263,863.126,A,17.28
29875,20211231,2021,INDL,C,D,STD,AVB,USD,,19902.016,10932.527,139.752,644.936,,8965.555,1004.299,2333.435,A,252.59
29901,20210731,2021,INDL,C,D,STD,CPRT,USD,1702.611,4562.143,3529.201,237.014,1136.426,421.031,1032.942,936.495,2692.511,A,151.62
29910,20210630,2021,INDL,C,D,STD,SCSC,USD,1219.643,1671.684,731.191,25.499,73.633,732.939,940.493,10.795,3150.806,A,35.08
29930,20210331,2020,INDL,C,D,STD,MPAA,USD,422.856,847.882,301.145,19.045,36.573,326.131,546.737,21.476,540.782,A,19.62
29962,20211031,2021,INDL,C,D,STD,LMNR,USD,42.089,392.276,176.47,17.685,-6.224,35.324,193.031,-3.441,166.027,A,15
29984,20211231,2021,INDL,C,D,STD,PLD,USD,,58486.22,33362.925,739.827,2022.535,,20744.01,2939.723,5164.566,A,168.36
29994,20211231,2021,INDL,C,D,STD,FMBH,USD,,5986.582,633.894,18.08,106.761,,5352.688,51.49,252.78,A,42.79
30032,20210331,2020,INDL,C,D,STD,EXP,USD,661.689,2838.681,1358.99,42.371,369.119,169.354,1479.691,339.444,1622.642,A,101.35
30055,20210630,2021,INDL,C,D,STD,SMBC,USD,,2700.53,283.423,8.905,69.438,,2417.107,47.18,129.517,A,52.17
30059,20210131,2020,INDL,C,D,STD,AEO,USD,1522.643,3434.806,1086.665,166.335,8.481,858.482,2348.141,-209.274,3759.113,A,20.07
30067,20211231,2021,INDL,C,D,STD,ADC,USD,,5226.906,3242.687,71.285,175.158,,1807.59,122.273,339.323,A,71.36
30098,20211231,2021,INDL,C,D,STD,IR,USD,4114.9,15154.5,9001.5,407.785,627.6,1467.7,6083.3,562.5,5152.4,A,61.87
30137,20211231,2021,INDL,C,D,STD,NKTR,USD,795.581,1117.189,679.508,185.468,-446.103,85.2,437.681,-523.837,101.907,A,13.51
30222,20211231,2021,INDL,C,D,STD,ABCB,USD,,23858.321,2966.451,69.608,638.204,,20891.87,376.913,1068.656,A,49.68
30259,20211231,2021,INDL,C,D,STD,PENN,USD,2223.6,16872.1,4072,170.215,1118.8,1133.2,12775,420.8,5905,A,51.85
30260,20211231,2021,INDL,C,D,STD,SSD,USD,998.835,1484.125,1183.998,43.217,367.469,244.602,300.127,266.447,1573.217,A,139.07
30293,20211231,2021,INDL,C,D,STD,ESS,USD,,12997.873,5993.603,65.248,597.467,,6786.699,488.554,1651.021,A,352.23
30298,20211231,2021,INDL,C,D,STD,HIW,USD,,5695.138,2448.321,104.893,235.39,,3083.891,313.277,771.634,A,44.59
30312,20211231,2021,INDL,C,D,STD,IMAX,USD,,883.247,356.083,58.654,1.463,,452.875,-22.329,254.883,A,17.84
30384,20211231,2021,INDL,C,D,STD,FR,USD,,4179.098,2194.812,131.748,179.266,,1930.726,270.997,476.129,A,66.2
30443,20211231,2021,INDL,C,D,STD,FDP,USD,1096.4,3398.1,1802.3,47.555,109.8,629.2,1524.6,80,4252,A,27.6
30463,20210831,2021,INDL,C,D,STD,GBX,USD,,3390.668,1307.748,32.397,39.794,,1884.533,32.477,1747.981,A,45.89
30477,20210930,2021,INDL,C,D,STD,MATW,USD,624.165,2032.078,636.548,31.47,75.848,354.225,1395.675,2.91,1671.03,A,36.67
30490,20211231,2021,INDL,C,D,STD,AIV,USD,,2434.101,500.565,149.818,18.046,,1838.074,-5.91,203.522,A,7.72
30536,20211231,2021,INDL,C,D,STD,GEO,USD,943.908,4537.408,976.211,122.471,295.542,378.842,3562.392,77.418,2256.612,A,7.75
30558,20211231,2021,INDL,C,D,STD,MLR,USD,328.968,438.847,288.536,11.411,23.619,144.271,150.311,16.255,717.476,A,33.4
30576,20211231,2021,INDL,C,D,STD,ADTN,USD,376.325,569.017,357.102,49.063,-14.289,155.359,211.915,-8.635,563.004,A,22.83
30612,20211231,2021,INDL,C,D,STD,AMED,USD,356.684,1856.968,931.351,32.51,262.954,374.282,880.645,209.072,2207.571,A,161.88
30651,20211231,2021,INDL,C,D,STD,DAR,USD,1089.014,6133.728,3280.96,160.792,534.059,752.684,2785.943,650.914,4741.369,A,69.29
30662,20211231,2021,INDL,C,D,STD,SIRI,USD,1180,10274,-2625,3967,2035,2980,12899,1314,8696,A,6.35
