gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,ebit,lct,lt,ni,sale,costat,prcc_c
11657,20211231,2021,INDL,C,D,STD,YORW,USD,11.262,458.853,152.622,13.113,23.396,20.086,306.231,16.984,55.119,A,49.78
11672,20210131,2020,INDL,C,D,STD,TJX,USD,15739.337,30813.555,5832.684,1204.698,470.23,10803.668,24980.871,90.47,32136.962,A,68.29
11687,20211231,2021,INDL,C,D,STD,ZION,USD,,93200,7023,151.625,1801,,85737,1129,2970,A,63.16
11721,20210930,2021,INDL,C,D,STD,OSK,USD,4417.9,6891.6,3247.8,68.012,551.1,2151.7,3643.8,472.7,7737.3,A,112.71
11729,20211231,2021,INDL,C,D,STD,WTM,USD,,7000.7,3548.1,3.018,-279.3,,3296,-275.6,888.6,A,1013.9
11745,20211231,2021,INDL,C,D,STD,QLYS,USD,546.398,814.559,436.714,39.112,114.983,304.28,377.845,70.96,411.172,A,137.22
11756,20211231,2021,INDL,C,D,STD,ALEX,USD,,1879.8,1066.6,72.5,89.2,,806.3,35.4,398.2,A,25.09
11770,20211231,2021,INDL,C,D,STD,SF,USD,,34049.715,4349.959,104.499,1122.069,,29014.756,824.858,4783.086,A,70.42
11796,20211231,2021,INDL,C,D,STD,LCII,USD,1566.885,3288.094,1092.875,25.273,402.112,627.216,2195.219,287.739,4472.697,A,155.87
11811,20210630,2021,INDL,C,D,STD,JKHY,USD,543.737,2336.156,1319.292,74.002,396.769,520.86,1016.864,311.469,1758.225,A,166.99
11842,20211231,2021,INDL,C,D,STD,ASB,USD,,35104.253,3831.658,149.343,557.1,,31079.4,350.994,1127.515,A,22.59
11854,20211231,2021,INDL,C,D,STD,NMIH,USD,,2450.581,1565.786,85.793,331.784,,884.795,231.13,485.072,A,21.85
11861,20211231,2021,INDL,C,D,STD,VLY,USD,,43446.443,4874.375,421.437,747.557,,38362.377,473.84,1489.239,A,13.75
12081,20211231,2021,INDL,C,D,STD,LAND,USD,,1351.55,586.806,34.21,34.061,,762.484,3.495,77.675,A,33.76
12123,20210131,2020,INDL,C,D,STD,BIG,USD,1585.789,4037.257,1277.731,35.535,401.151,1000.624,2759.526,629.191,6199.186,A,42.93
12124,20211231,2021,INDL,C,D,STD,MS,USD,,1188140,97691,1772.227,21081,,1081542,15034,61121,A,98.16
12138,20211231,2021,INDL,C,D,STD,TROW,USD,,12509,9022.7,229.175,3741.9,,2255.3,3082.9,7671.9,A,196.64
12140,20211231,2021,INDL,C,D,STD,NNN,USD,,7751.054,3901.662,175.636,401.273,,3849.391,290.113,701.678,A,48.07
12141,20210630,2021,INDL,C,D,STD,MSFT,USD,184406,333779,141988,7519,69916,88657,191791,61271,168088,A,336.32
12142,20210531,2020,INDL,C,D,STD,ORCL,USD,55567,131107,5238,2814,15648,24164,125155,13746,40479,A,64.69
12151,20210630,2021,INDL,C,D,STD,COTY,USD,1783.1,13691.4,2860.7,766,158.2,2415.4,9508.8,-201.3,4629.9,A,10.5
12181,20211231,2021,INDL,C,D,STD,RGEN,USD,931.677,2358.354,1750.067,55.321,193.245,375.262,608.287,128.291,670.534,A,264.84
12262,20211231,2021,INDL,C,D,STD,ASTE,USD,641.7,911.3,654.3,22.767,24.6,225.3,256.5,17.8,1097.2,A,69.27
12266,20211231,2021,INDL,C,D,STD,WERN,USD,631.213,2603.713,1327.55,65.79,254.364,268.683,1240.216,259.052,2734.372,A,47.66
12379,20210430,2020,INDL,C,D,STD,AMWD,USD,392.08,1636.514,742.896,16.801,116.302,220.447,893.618,58.763,1744.014,A,93.85
12389,20211231,2021,INDL,C,D,STD,HOG,USD,4550.091,11051.055,2553.244,153.569,1019.798,3342.887,8497.811,650.024,5336.308,A,37.69
12392,20211231,2021,INDL,C,D,STD,SKYW,USD,1068.593,7125.947,2267.514,50.38,-62.21,1194.621,4858.433,111.91,2713.491,A,39.3
12395,20211031,2021,INDL,C,D,STD,TOL,USD,,11537.85,5295.024,120.117,1063.554,,6197.395,833.627,8935.967,A,72.39
12428,20211231,2021,INDL,C,D,STD,POR,USD,688,9494,2707,89.411,378,768,6787,244,2396,A,52.92
12441,20211231,2021,INDL,C,D,STD,IT,USD,2620.08,7416.324,371.058,82.397,971.343,3378.78,7045.266,793.56,4733.962,A,334.32
12445,20211231,2021,INDL,C,D,STD,WTS,USD,861.5,1855.6,1173.2,33.609,258.9,408.5,682.4,165.7,1809.2,A,194.17
12459,20211231,2021,INDL,C,D,STD,NVR,USD,,5834.475,3002.378,3.447,1643.52,,2832.097,1236.719,8970.062,A,5908.87
12471,20211231,2021,INDL,C,D,STD,INT,USD,4019.7,5942.4,1912.7,61.7,153.9,3096.7,4025.6,73.7,31337,A,26.47
12482,20210930,2021,INDL,C,D,STD,CLFD,USD,71.506,125.911,103.824,13.732,25.234,20.471,22.087,20.327,140.755,A,84.42
12540,20211130,2021,INDL,C,D,STD,ADBE,USD,8669,27241,14797,475,5802,6932,12444,4822,15785,A,567.06
12544,20211231,2021,INDL,C,D,STD,JOE,USD,,1208.151,607.409,58.883,93.757,,582.051,74.553,266.296,A,52.05
12568,20210930,2021,INDL,C,D,STD,DJCO,USD,372.336,390.577,254.641,1.381,2.152,34.012,135.936,112.9,49.389,A,356.73
12598,20211231,2021,INDL,C,D,STD,PTSI,USD,199.574,587.381,216.11,11.174,104.259,111.403,371.271,76.516,707.12,A,71.01
12603,20211231,2021,INDL,C,D,STD,CNO,USD,,36204.4,5259.7,120.377,665.6,,30944.7,441,4122.2,A,23.84
12615,20211231,2021,INDL,C,D,STD,MHO,USD,,3239.853,1624.184,28.5,518.296,,1615.669,396.868,3745.887,A,62.18
12625,20211231,2021,INDL,C,D,STD,MRTN,USD,186.949,870.69,651.677,83.034,95.394,93.559,219.013,85.428,973.644,A,17.16
12635,20211231,2021,INDL,C,D,STD,FISV,USD,18870,76249,30952,650,2288,18295,44299,1334,16226,A,103.79
12689,20211130,2021,INDL,C,D,STD,KBH,USD,,5835.918,3019.475,88.221,671.888,,2816.443,564.746,5724.93,A,44.73
12711,20210930,2021,INDL,C,D,STD,CVM,USD,45.272,75.87,56.534,43.207,-36.194,3.937,19.336,-36.361,0,A,7.1
12726,20211231,2021,INDL,C,D,STD,UNM,USD,,70115.6,11416.4,202.514,1343.3,,58699.2,824.2,12015.8,A,24.57
12785,20211231,2021,INDL,C,D,STD,PPC,USD,3305.954,8913.205,2577.08,243.676,898.023,2390.823,6324.271,31,14777.458,A,28.2
12825,20210930,2021,INDL,C,D,STD,JJSF,USD,584.769,1122.219,845.654,19.084,72.491,167.629,276.565,55.607,1144.579,A,157.96
12840,20211231,2021,INDL,C,D,STD,HTLD,USD,233.223,928.542,727.102,78.923,67.969,71.594,201.44,79.277,607.284,A,16.82
12850,20211231,2021,INDL,C,D,STD,CERN,USD,2449.454,7434.158,3680.462,292.85,992.64,1626.258,3753.696,555.596,5764.824,A,92.87
12874,20211231,2021,INDL,C,D,STD,ICAD,USD,50.306,62.191,46.517,25.14,-10.732,14.962,15.674,-11.245,33.638,A,7.2
12909,20211231,2021,INDL,C,D,STD,MKL,USD,,48448.866,14103.157,13.632,3251.811,,33269.58,2425.003,12837.535,A,1234
12915,20211231,2021,INDL,C,D,STD,OSUR,USD,288.431,460.99,380.533,72.069,-17.377,68.064,80.457,-22.998,233.674,A,8.69
12945,20210930,2021,INDL,C,D,STD,PLXS,USD,1930.886,2461.893,1028.232,28.047,179.535,1128.703,1433.661,138.912,3368.865,A,95.89
12972,20210930,2021,INDL,C,D,STD,IMKTA,USD,575.44,2018.344,983.259,18.994,340.102,306.098,1035.085,249.731,4987.92,A,86.34
13041,20211231,2021,INDL,C,D,STD,SNV,USD,,57317.226,4759.655,145.01,1270.616,,52020.426,760.467,2103.409,A,47.87
13071,20211231,2021,INDL,C,D,STD,RDNT,USD,324.264,2058.474,228.904,53.548,112.514,374.784,1712.317,24.727,1315.077,A,30.11
13092,20210930,2021,INDL,C,D,STD,JACK,USD,168.958,1750.137,-817.882,21.013,285.75,329.066,2568.019,165.755,1143.67,A,87.48
13200,20211031,2021,INDL,C,D,STD,PLAB,USD,550.616,1294.202,823.692,60.024,91.029,176.148,293.64,55.449,663.761,A,18.85
13323,20211031,2021,INDL,C,D,STD,SAFM,USD,1086.27,2345.033,1850.239,22.33,647.928,309.063,494.794,455.089,4799.653,A,191.08
13341,20211231,2021,INDL,C,D,STD,PGR,USD,,71132.3,17737.7,584.4,4428.6,,52900.7,3350.9,47676.5,A,102.65
13342,20211231,2021,INDL,C,D,STD,RLI,USD,,4508.302,1229.361,45.289,314.938,,3278.941,279.354,1179.245,A,112.1
13421,20211231,2021,INDL,C,D,STD,CDNS,USD,1715.769,4386.299,2740.675,276.796,827.286,971.225,1645.624,695.955,2988.244,A,186.35
13453,20211231,2021,INDL,C,D,STD,OPY,USD,,3043.25,823.196,12.547,234.496,,2090.22,158.964,1394.035,A,46.37
13480,20211231,2021,INDL,C,D,STD,EBIX,USD,366.564,1573.249,655.322,30.683,119.01,205.195,873.695,68.188,994.938,A,30.4
13498,20211130,2021,INDL,C,D,STD,CCL,USD,10133,53344,12144,1136,-6273,10408,41200,-9501,1908,A,20.12
13510,20211231,2021,INDL,C,D,STD,DRE,USD,,10445.655,6043.751,382.513,381.087,,4306.694,852.895,1143.178,A,65.64
13561,20211231,2021,INDL,C,D,STD,MBI,USD,,4696,-313,54.556,-326,,4996,-445,127,A,15.79
13562,20211231,2021,INDL,C,D,STD,BDN,USD,,3846.196,1690.267,169.956,67.548,,2144.977,12.289,464.117,A,13.42
13570,20211231,2021,INDL,C,D,STD,MIDD,USD,1707.085,6383.598,2494.276,55.496,550.785,914.888,3889.322,488.492,3250.792,A,196.76
13579,20211231,2021,INDL,C,D,STD,EQC,USD,,3081.383,2929.465,115.206,-9.202,,26.113,-16.396,64.802,A,25.9
13580,20211231,2021,INDL,C,D,STD,UHT,USD,,598.419,235.327,13.785,30.661,,363.092,109.166,85.986,A,59.47
13602,20210430,2020,INDL,C,D,STD,CRMT,USD,,822.159,406.396,6.626,30.676,,415.263,104.099,808.065,A,109.84
13619,20210331,2020,INDL,C,D,STD,ABMD,USD,787.965,1494.359,1329.675,45.271,232.863,128.969,164.684,225.525,847.522,A,324.2
13623,20211231,2021,INDL,C,D,STD,CNMD,USD,460.123,1766.017,785.435,29.373,110.131,196.646,980.582,62.542,1010.635,A,141.76
13721,20211231,2021,INDL,C,D,STD,ZTS,USD,6930,13900,4543,472.574,2839,1797,9356,2037,7786,A,244.03
13786,20211231,2021,INDL,C,D,STD,HRTX,USD,254.423,305.706,77.57,102.005,-216.228,71.058,228.136,-220.683,86.346,A,9.13
13824,20210930,2021,INDL,C,D,STD,FICO,USD,550.974,1567.776,-110.942,27.568,413.307,559.207,1678.718,392.084,1316.536,A,433.67
13906,20210930,2021,INDL,C,D,STD,JOUT,USD,491.264,674.287,458.505,10.128,111.283,137.57,215.782,83.381,751.651,A,93.69
13963,20211231,2021,INDL,C,D,STD,VGR,USD,471.803,871.087,-841.553,153.959,334.314,165.29,1712.64,217.295,786.005,A,11.48
13988,20211231,2021,INDL,C,D,STD,SCHW,USD,,667270,46307,1893.23,8794,,611009,5855,18996,A,84.1
14027,20211231,2021,INDL,C,D,STD,CLH,USD,1741.171,5653.699,1513.887,54.419,341.853,925.314,4139.812,203.247,3805.566,A,99.77
14084,20211231,2021,INDL,C,D,STD,AIN,USD,758.801,1556.064,873.967,32.096,181.609,208.166,678.459,118.478,929.24,A,88.45
14113,20210930,2021,INDL,C,D,STD,MITK,USD,204.056,419.693,192.83,44.161,14.305,39.209,226.863,7.978,119.797,A,17.75
14172,20211231,2021,INDL,C,D,STD,FULT,USD,,25796.398,2519.802,160.49,525.94,,23083.718,275.497,997.157,A,17
14225,20211231,2021,INDL,C,D,STD,FAST,USD,2856.6,4299,3042.2,575.465,1225.2,682.2,1256.8,925,6010.9,A,64.06
14253,20211231,2021,INDL,C,D,STD,WABC,USD,,7461.026,827.102,26.866,144.436,,6633.924,86.509,216.788,A,57.73
14269,20211231,2021,INDL,C,D,STD,HLF,USD,1431.8,2819.8,-1391.5,100.8,743.1,1080.4,4211.3,447.2,5802.8,A,40.93
14275,20211231,2021,INDL,C,D,STD,FRC,USD,,181087,12265,179.473,2718,,165189,1478,5305,A,206.51
14282,20211231,2021,INDL,C,D,STD,APH,USD,5958.2,14678.4,6302,599.1,2175.5,2447.1,8299.3,1590.8,10876.3,A,87.46
14309,20211231,2021,INDL,C,D,STD,IPAR,USD,709.715,1145.364,571.92,31.83,150.443,244.91,407.032,87.411,879.516,A,106.9
14311,20211231,2021,INDL,C,D,STD,PII,USD,2559,5047.8,1224.3,60.4,663,2230.1,3810.3,493.9,8198.2,A,109.91
14320,20211231,2021,INDL,C,D,STD,ICPT,USD,502.292,527.023,-183.962,29.573,-55.759,166.817,710.985,-91.426,363.468,A,16.29
14359,20211231,2021,INDL,C,D,STD,PXD,USD,6173,36811,22837,242.778,6495,4073,13974,2118,17870,A,181.88
14369,20211231,2021,INDL,C,D,STD,USM,USD,1605,10341,4547,86,191,903,5767,155,4122,A,31.52
14370,20211231,2021,INDL,C,D,STD,MAN,USD,6422.7,9828.9,2521.7,53.597,610.6,5780.5,7297.2,382.4,20724.4,A,97.33
14403,20211231,2021,INDL,C,D,STD,DX,USD,,3639.738,663.436,36.666,41.329,,2868.459,102.261,65.414,A,16.71
14418,20211231,2021,INDL,C,D,STD,MGM,USD,6416.182,40899.116,6070.645,453.804,665.547,3442.264,29774.803,1176.072,9680.14,A,44.88
14477,20211231,2021,INDL,C,D,STD,WM,USD,3069,29097,7124,416.124,2989,4082,21971,1816,17931,A,166.9
14561,20210630,2021,INDL,C,D,STD,IIVI,USD,3027.394,6512.65,2960.851,105.486,440.419,729.589,2380.302,297.552,3105.891,A,68.33
14590,20211231,2021,INDL,C,D,STD,FCX,USD,14830,48022,13980,1457,8407,5892,25003,4306,22845,A,41.73
14624,20211231,2021,INDL,C,D,STD,ODP,USD,2389,4865,1438,48.456,285,2265,3427,-208,8465,A,39.28
14790,20211231,2021,INDL,C,D,STD,MTH,USD,,4807.533,3044.389,37.341,967.467,,1763.144,737.444,5141.317,A,122.06
14793,20211231,2021,INDL,C,D,STD,ARCH,USD,882.871,2117.16,683.866,15.393,393.789,522.34,1433.294,337.573,2208.042,A,91.32
14822,20211231,2021,INDL,C,D,STD,WRB,USD,,32086.414,6653.011,176.781,1195.867,,25418.684,1022.49,9235.452,A,82.39
14824,20211231,2021,INDL,C,D,STD,CINF,USD,,31387,13105,160.3,3723,,18282,2946,9630,A,113.93
14828,20211231,2021,INDL,C,D,STD,ORI,USD,,24981.8,6893.2,307.566,1978.3,,18088.6,1534.3,9341.5,A,24.58
14891,20211231,2021,INDL,C,D,STD,MGPI,USD,367.098,1041.467,644.751,21.964,97.681,88.8,397.202,91.307,626.72,A,84.99
14898,20211231,2021,INDL,C,D,STD,DDD,USD,1031.737,1549.099,842.381,128.375,-20.648,178.012,706.718,322.052,615.639,A,21.54
14934,20211231,2021,INDL,C,D,STD,DVN,USD,4249,21025,9262,663,3246,3087,11626,2813,12206,A,44.05
14954,20210831,2021,INDL,C,D,STD,LNN,USD,416.103,637.185,338.445,10.908,55.607,138.24,298.74,42.572,567.646,A,152
14960,20211231,2021,INDL,C,D,STD,LH,USD,5330.5,20385.4,10273.4,93.1,3374.1,2782.9,10091.4,2377.3,16120.9,A,314.21
15044,20210131,2020,INDL,C,D,STD,WDAY,USD,4802.061,8718.411,3277.834,242.667,-169.599,4282.648,5440.577,-282.431,4317.996,A,239.61
15060,20211231,2021,INDL,C,D,STD,CPE,USD,295.444,5547.503,1865.768,61.371,1049.266,872.491,3681.735,365.151,2045.03,A,47.25
15101,20211231,2021,INDL,C,D,STD,MFA,USD,,9139.688,2542.658,432.551,349.423,,6596.84,328.87,424.476,A,4.56
15247,20211231,2021,INDL,C,D,STD,VLO,USD,21165,57888,18430,409.196,2709,16851,38071,930,108332,A,75.11
15252,20211231,2021,INDL,C,D,STD,TRS,USD,431.77,1303.64,630.85,42.837,104.85,154.9,672.79,57.31,857.11,A,37
15267,20211231,2021,INDL,C,D,STD,IEX,USD,1678,4917.2,2803.1,76.195,667.9,480,2114.1,449.4,2764.8,A,236.32
15343,20211231,2021,INDL,C,D,STD,MLI,USD,1019.003,1728.936,1222.118,57.296,599.614,382.439,471.973,468.52,3769.345,A,59.36
15417,20211231,2021,INDL,C,D,STD,BRO,USD,3330.284,9795.443,4196.893,282.496,858.644,2667.366,5598.55,587.104,3051.398,A,70.28
15420,20210131,2020,INDL,C,D,STD,AMBA,USD,497.304,573.28,474.976,35.547,-61.866,73.967,98.304,-59.786,222.99,A,91.82
15459,20211231,2021,INDL,C,D,STD,TG,USD,236.413,523.584,184.722,33.737,65.518,168.548,338.862,57.826,826.455,A,11.82
15520,20210131,2020,INDL,C,D,STD,SIG,USD,3582,6178.9,1190.3,52.3,146.5,1998.7,4346.3,-15.2,5226.9,A,27.27
16009,20210131,2020,INDL,C,D,STD,SPWH,USD,324.653,660.818,204.66,43.623,132.747,227.428,456.158,91.38,1451.767,A,17.55
16101,20211231,2021,INDL,C,D,STD,ABBV,USD,27928,146529,15408,1768.338,19969,35194,131093,11542,56197,A,135.4
16113,20211231,2021,INDL,C,D,STD,APAM,USD,,1208.047,276.081,66.7,540.491,,801.051,336.516,1227.236,A,47.64
16125,20211231,2021,INDL,C,D,STD,GMRE,USD,,1263.485,547.826,64.88,36.969,,625.908,17.622,115.936,A,17.75
16188,20211231,2021,INDL,C,D,STD,CGNX,USD,639.798,2003.662,1430.093,175.481,315.101,188.589,573.569,279.881,1037.098,A,77.76
16269,20210930,2021,INDL,C,D,STD,ENTA,USD,319.021,438.791,399.429,20.238,-109.573,36.172,37.856,-78.996,97.074,A,74.78
16384,20211231,2021,INDL,C,D,STD,VOYA,USD,,171262,8253,107.758,2835,,161441,2126,3956,A,66.31
16401,20210331,2020,INDL,C,D,STD,CRUS,USD,842.519,1830.614,1389.005,57.652,237.534,213.61,441.609,217.344,1369.23,A,82.2
16453,20210531,2020,INDL,C,D,STD,NEOG,USD,591.451,920.192,840.377,53.734,77.269,53.599,79.815,60.882,468.459,A,79.3
16477,20211231,2021,INDL,C,D,STD,LEA,USD,6765.2,13352.4,4643.4,59.626,826,4759.9,8544,373.9,19263.1,A,182.95
16478,20211231,2021,INDL,C,D,STD,EOG,USD,8584,38236,22180,585.265,6010,4042,16056,4664,18517,A,88.83
16486,20211231,2021,INDL,C,D,STD,BCC,USD,1885.878,2572.64,1352.619,39.331,971.038,640.746,1220.021,712.486,7926.111,A,71.2
16549,20211231,2021,INDL,C,D,STD,SFBS,USD,,15448.806,1151.515,54.227,302.918,,14296.791,207.734,449.757,A,84.94
16597,20211231,2021,INDL,C,D,STD,LSCC,USD,301.351,726.494,411.633,137.239,102.927,106.181,314.861,95.922,515.327,A,77.06
16653,20211231,2021,INDL,C,D,STD,TMHC,USD,,8727.777,3925.853,121.834,879.539,,4756.795,663.026,7501.265,A,34.96
16668,20211231,2021,INDL,C,D,STD,AROW,USD,,4027.952,371.186,16.041,84.014,,3656.766,49.857,147.919,A,35.23
16705,20211231,2021,INDL,C,D,STD,CPF,USD,,7419.089,558.219,27.714,147.556,,6860.822,79.894,261.822,A,28.17
16710,20210930,2021,INDL,C,D,STD,DGII,USD,246.658,619.531,472.517,34.262,19.393,58.941,147.014,10.366,308.632,A,24.57
16721,20210331,2020,INDL,C,D,STD,EA,USD,7213,13288,7840,286.465,1055,2964,5448,837,5629,A,143.6
16745,20211231,2021,INDL,C,D,STD,PRTA,USD,584.809,609.366,466.042,46.66,71.975,33.452,143.324,66.975,200.577,A,49.4
16777,20211231,2021,INDL,C,D,STD,FBNC,USD,,10508.901,1230.575,35.629,173.716,,9278.326,95.644,329.529,A,45.72
16781,20211231,2021,INDL,C,D,STD,CHCO,USD,,6003.695,681.105,15.062,150.615,,5322.59,88.08,235.108,A,81.79
16790,20211231,2021,INDL,C,D,STD,CBU,USD,,15552.657,2100.807,53.878,316.583,,13451.85,189.694,633.655,A,74.48
16821,20211231,2021,INDL,C,D,STD,FBP,USD,,20785.275,2101.767,201.827,586.709,,18683.508,281.025,915.872,A,13.78
16832,20211231,2021,INDL,C,D,STD,GBCI,USD,,25940.645,3177.622,110.688,442.183,,22763.023,284.757,825.894,A,56.7
16845,20211231,2021,INDL,C,D,STD,FRME,USD,,15453.149,1912.446,53.41,299.58,,13540.578,205.531,555.955,A,41.89
16889,20211231,2021,INDL,C,D,STD,INDB,USD,,20423.405,3018.449,47.35,247.271,,17404.956,120.992,520.868,A,81.53
16890,20211231,2021,INDL,C,D,STD,IBCP,USD,,4704.74,398.484,21.171,115.401,,4306.256,62.895,214.723,A,23.87
16967,20211231,2021,INDL,C,D,STD,HIFS,USD,,3431.165,354.612,2.142,96.427,,3076.553,67.458,123.462,A,419.88
16981,20211231,2021,INDL,C,D,STD,OFG,USD,,9899.72,1069.16,49.636,334.309,,8830.56,146.151,583.89,A,26.56
17010,20211231,2021,INDL,C,D,STD,LSXMK,USD,2113,31674,8036,334.3,1937,5178,20073,599,8696,A,50.85
17035,20211231,2021,INDL,C,D,STD,MCY,USD,,6772.472,2140.281,55.371,316.42,,4632.191,247.937,4006.157,A,53.06
17073,20211231,2021,INDL,C,D,STD,NWLI,USD,,14330.189,2539.691,3.636,227.257,,11790.498,180.681,824.091,A,214.44
17095,20211231,2021,INDL,C,D,STD,ONB,USD,,24453.564,3012.018,165.838,445.183,,21441.546,277.538,852.868,A,18.12
17101,20211231,2021,INDL,C,D,STD,IMGN,USD,499.999,525.765,325.586,220.361,-125.073,100.945,200.179,-139.303,69.856,A,7.42
17106,20211231,2021,INDL,C,D,STD,PEBO,USD,,7063.521,845.025,28.237,131.177,,6218.496,47.555,253.674,A,31.81
17115,20211231,2021,INDL,C,D,STD,SIGI,USD,,10461.389,2782.885,60.184,416.415,,7478.504,403.837,3261.104,A,81.94
17120,20211231,2021,INDL,C,D,STD,SIVB,USD,,211478,12590,58.748,3367,,194869,1833,6027,A,678.24
17132,20211231,2021,INDL,C,D,STD,WSFS,USD,,15777.327,1939.099,47.609,434.214,,13840.311,271.442,641.849,A,50.12
17145,20210930,2021,INDL,C,D,STD,WAFD,USD,,19650.574,1826.064,65.145,349.559,,17524.51,183.615,652.276,A,33.38
17150,20211231,2021,INDL,C,D,STD,WBS,USD,,34915.599,3293.288,90.584,649.289,,31477.274,408.864,1266.216,A,55.84
17151,20211231,2021,INDL,C,D,STD,WSBC,USD,,16927.125,2548.682,62.307,400.482,,14233.959,242.26,617.752,A,34.99
17184,20211231,2021,INDL,C,D,STD,SBCF,USD,,9681.433,1310.736,58.504,210.972,,8370.697,124.403,354.971,A,35.39
17195,20211231,2021,INDL,C,D,STD,FFBC,USD,,16329.141,2258.942,94.149,327.724,,14070.199,205.16,654.723,A,24.38
17199,20211231,2021,INDL,C,D,STD,BLFS,USD,125.859,554.057,480.137,41.818,-28.299,40.381,73.92,-7.635,119.156,A,37.27
17240,20211231,2021,INDL,C,D,STD,TMP,USD,,7819.982,727.529,14.574,151.576,,7091.041,89.264,320.167,A,83.58
17245,20211231,2021,INDL,C,D,STD,TRST,USD,,6196.546,601.128,19.22,106.496,,5595.418,61.519,185.919,A,33.31
17248,20211231,2021,INDL,C,D,STD,UBSI,USD,,29328.902,4718.628,136.393,642.942,,24610.274,367.738,1073.209,A,36.28
17252,20211231,2021,INDL,C,D,STD,UFCS,USD,,3012.721,879.121,25.082,100.03,,2133.6,80.594,1066.191,A,23.19
17277,20211231,2021,INDL,C,D,STD,NVEE,USD,303.97,961.943,624.72,15.414,73.951,163.951,337.223,47.147,706.706,A,138.12
17306,20211231,2021,INDL,C,D,STD,PFSI,USD,,18776.612,3418.325,56.867,1750.61,,15358.287,1003.49,3558.06,A,69.78
17341,20211231,2021,INDL,C,D,STD,ARTNA,USD,19.16,625.211,178.01,9.414,28.031,47.702,447.201,16.827,90.859,A,46.33
17367,20211231,2021,INDL,C,D,STD,AMNB,USD,,3334.597,354.792,10.767,72.166,,2979.805,43.526,116.827,A,37.68
17451,20211231,2021,INDL,C,D,STD,IBTX,USD,,18732.648,2576.65,42.756,349.85,,16155.998,224.75,650.079,A,72.15
17498,20211231,2021,INDL,C,D,STD,CMRX,USD,95.805,100.54,68.252,86.884,-90.51,29.896,32.288,-173.236,1.979,A,6.43
17534,20211231,2021,INDL,C,D,STD,CCNE,USD,,5328.939,385.062,16.855,107.414,,4886.092,57.707,213.034,A,26.5
17553,20210930,2021,INDL,C,D,STD,MODN,USD,222.33,363.79,123.518,36.059,-11.905,96.459,240.272,-29.737,193.445,A,30.03
17626,20211231,2021,INDL,C,D,STD,AHH,USD,,1938.063,384.267,63.012,40.904,,1158.24,21.892,302.533,A,15.22
17639,20211231,2021,INDL,C,D,STD,AMH,USD,,10962.433,6059.417,337.998,271.771,,4224.004,189.092,1303.882,A,43.61
17696,20211231,2021,INDL,C,D,STD,TSC,USD,,13004.852,655.178,33.263,141.875,,12168.13,78.06,289.943,A,30.26
17724,20211231,2021,INDL,C,D,STD,CNOB,USD,,8129.48,1013.285,39.568,201.679,,7005.268,130.353,316.755,A,32.71
17769,20211231,2021,INDL,C,D,STD,HASI,USD,,4148.311,1544.718,85.327,160.587,,2581.796,126.579,339.587,A,53.12
17808,20211231,2021,INDL,C,D,STD,EPZM,USD,206.043,289,-56.815,106.098,-235.992,45.196,309.688,-251.122,37.427,A,2.5
17811,20211231,2021,INDL,C,D,STD,ECOM,USD,144.95,239.972,188.198,30.189,19.015,48.874,51.774,47.215,167.729,A,24.68
17874,20211231,2021,INDL,C,D,STD,TMUS,USD,20891,206563,69102,1249.214,9999,23499,137461,3024,80118,A,115.98
17875,20211231,2021,INDL,C,D,STD,NCBS,USD,,7695.037,891.891,13.994,119.687,,6803.146,60.652,238.923,A,85.75
17878,20211231,2021,INDL,C,D,STD,NRZ,USD,,39742.19,5341.551,466.758,1646.495,,33072.81,772.226,3702.215,A,10.71
17934,20211231,2021,INDL,C,D,STD,SFM,USD,567.716,2923.115,959.876,111.114,334.076,513.473,1963.239,244.157,6099.869,A,29.68
17997,20211231,2021,INDL,C,D,STD,CSTM,USD,2204.137,5258.994,311.627,141.677,417.399,1949.376,4928.032,292.293,6996.829,A,17.91
17998,20211231,2021,INDL,C,D,STD,BLUE,USD,336.52,593.795,374.277,71.115,-565.11,152.993,219.518,-819.378,3.662,A,9.99
18004,20211231,2021,INDL,C,D,STD,CCS,USD,,3496.876,1764.508,33.761,660.822,,1732.368,498.504,4216.314,A,81.79
18009,20211231,2021,INDL,C,D,STD,NSTG,USD,427.62,479.481,176.962,45.729,-108.226,52.155,302.519,-115.254,145.085,A,42.23
18036,20211231,2021,INDL,C,D,STD,COMM,USD,3579.7,13259.5,-156.6,204.567,276.2,2182.5,12360,-462.6,8586.7,A,11.04
18037,20211231,2021,INDL,C,D,STD,CZNC,USD,,2327.648,301.405,15.759,55.442,,2026.243,30.554,110.382,A,26.12
18043,20210630,2021,INDL,C,D,STD,NWSA,USD,4456,16771,8211,590.842,633,3234,7625,330,9358,A,22.31
18047,20211231,2021,INDL,C,D,STD,NDLS,USD,22.562,341.459,37.633,45.701,5.411,76.582,303.826,3.665,475.152,A,9.07
18049,20211231,2021,INDL,C,D,STD,FNB,USD,,39513,5043,318.933,631.597,,34363,404.602,1335.129,A,12.13
18071,20211231,2021,INDL,C,D,STD,REXR,USD,,6781.165,4628.903,160.511,142.961,,1713.47,128.241,452.238,A,81.11
18145,20211231,2021,INDL,C,D,STD,DOC,USD,,5182.709,2836.308,224.678,122.754,,2188.595,83.965,456.129,A,18.83
